Metric,Count
Total Invocations,297
✅ Match (≥85%),132
⚠️ Partial (60–85%),31
❌ Mismatch (<60%),80
🔇 No Audio / Stub,54
#,Audio File,Chapter,Invocation Name,Better Invocation Name,Arabic (Data),STT Result,Score,Status
139,`/audios/041_02.mp3`,Settling Debt,Dua for Anxiety,Dua for Anxiety,((اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَمِّ وَالْحَزَنِ، وَالْعَجْزِ وَالْكَسَلِ، وَالْبُخْلِ وَالْجُبْنِ، وَضَلَعِ ا,اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وضل ع الدين وغلبت الرجال,96.5%,✅ Match
140,`/audios/042_01.mp3`,Satan's Distraction,Against Shaitan,Against Shaitan,((أَعُوذُ بِاللَّهِ مِنَ الشَّيطَانِ الرَّجِيمِ، وَاتْفُلْ عَلَى يَسَارِكَ (ثلاثاً))).,[FILE NOT FOUND],0.0%,🔇 No Audio
141,`/audios/043_01.mp3`,Becoming Difficult,Becoming Difficult,Becoming Difficult,((اللَّهُمَّ لاَ سَهْلَ إِلاَّ مَا جَعَلْتَهُ سَهْلاً، وَأَنْتَ تَجْعَلُ الْحَزْنَ إِذَا شِئْتَ سَهْلاً)).,اللهم لا سهل إلا ما جعلته سهلا وأنت تجعل الحزن إذا شئت سهلا,99.2%,✅ Match
142,`/audios/044_01.mp3`,If Sin is Committed,If Sin is Committed,If Sin is Committed,((مَا مِنْ عَبْدٍ يُذنِبُ ذَنْباً فَيُحْسِنُ الطُّهُورَ، ثُمَّ يَقُومُ فَيُصَلِّي رَكْعَتَيْنِ، ثُمَّ يَسْتَغْفِرُ اللَّ,[FILE NOT FOUND],0.0%,🔇 No Audio
143,`/audios/045_01.mp3`,Satan's Promptings,Satan's Promptings,Satan's Promptings,((الْاسْتِعَاذَةُ بِاللَّهِ مِنْهُ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
144,`/audios/046_01.mp3`,Dislike/Failure,Dislike/Failure (1),Allah has decreed and what...,((قَدَرُ اللَّهُ وَمَا شَاءَ فَعَلَ)).,قدر الله وما شاء فعل,100.0%,✅ Match
145,`/audios/046_02.mp3`,Dislike/Failure,Dislike/Failure (2),Zoti i Melaikeve dhe i...,رَبِّ الْمَلاَئِكَةِ وَالرُّوحِ,[FILE NOT FOUND],0.0%,🔇 No Audio
146,`/audios/047_01.mp3`,New Parents Congratulation,For New Baby,For New Baby,((بَارَكَ اللَّهُ لَكَ فِي الْمَوْهُوبِ لَكَ، وَشَكَرْتَ الْوَاهِبَ، وَبَلَغَ أَشُدَّهُ، وَرُزِقْتَ بِرَّهُ)). وَيَرُدُّ,بارك الله لك في المهوب لك، وشكرت الواهب، وبلغ أشده، ورزقت براه بارك الله لك، وبارك عليك، وجزاك الله خيرا، ورزقك الله مثل,89.5%,✅ Match
147,`/audios/048_01.mp3`,Protection for Children,Protection for Children,Protection for Children,كَانَ رَسُولُ اللَّهِ صلى الله عليه وسلم يُعَوِّذُ الحَسَنَ وَالحُسَينَ رضي الله عنهما ((أُعِيذُكُمَا بِكَلِمَاتِ اللَّ,وعيذكم بكلمات الله التامة من كل شيطان وهامة ومن كل عين اللامة,62.4%,⚠️ Partial
148,`/audios/049_01.mp3`,Visiting the Sick,Inshallah,Inshallah,((لاَ بأْسَ طَهُورٌ إِنْ شَاءَ اللَّهُ)).,لا بأس طهور إن شاء الله,100.0%,✅ Match
149,`/audios/049_02.mp3`,Visiting the Sick,Visiting the Sick (2),"I ask Allah The Supreme,...",((أَسْأَلُ اللَّهَ الْعَظيمَ رَبَّ الْعَرْشِ الْعَظِيمِ أَنْ يَشْفيَكَ)) (سبع مرات).,أسأل الله العظيم رب العرش العظيم أن يشفيك,90.1%,✅ Match
150,`/audios/050_01.mp3`,Reward for Visiting Sick,Reward for Visiting Sick,Reward for Visiting Sick,قَالَ النَّبِيُّ صلى الله عليه وسلم: ((إِذَا عَادَ الرَّجُلُ أَخَاهُ الْمُسْلِمَ مَشَى فِي خِرَافَةِ الْجَنَّةِ حَتَّى ي,[FILE NOT FOUND],0.0%,🔇 No Audio
151,`/audios/051_01.mp3`,Terminally Ill,Terminally Ill (1),"‘O Allaah, forgive me, have...",((اللَّهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَأَلْحِقْنِي بِالرَّفِيقِ الْأَعْلَى)).,اللهم اوفر لي ورحمني وألحقني بالرفيق الأعلى,94.4%,✅ Match
152,`/audios/051_02.mp3`,Terminally Ill,Terminally Ill (2),Aa.ishah radhi-yAllaahu anhaa related that...,((جَعَلَ النَّبِيُّ صلى الله عليه وسلم عِنْدَ مَوْتِهِ يُدْخِلُ يَدَيْهِ فِي الْمَاءِ فَيَمْسَحُ بِهِمَا وَجْهَهُ، وَيَق,[FILE NOT FOUND],0.0%,🔇 No Audio
153,`/audios/051_03.mp3`,Terminally Ill,Terminally Ill (3),Oneness of Allah and Allah...,((لاَ إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ، لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ، لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ ل,2. لا إله إلا الله والله أكبر لا إله إلا الله وحده لا شريك له الملك وله الحمد لا إله إلا الله ولا حول ولا قوة إلا بالله,84.1%,⚠️ Partial
154,`/audios/052_01.mp3`,Encouraging Dying Person,La ilaha illallah,La ilaha illallah,((مَنْ كَانَ آخِرُ كَلاَمِهِ لاَ إِلَهَ إِلاَّ اللَّهُ دَخَلَ الْجَنَّةَ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
155,`/audios/053_01.mp3`,When Tragedy Strikes,Inna Lillahi,Inna Lillahi,((إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ، اللَّهُمَّ أْجُرْنِي فِي مُصِيبَتِي، وَأَخْلِفْ لِي خَيْرَاً مِنْهَا)).,2. إنا لله وإنا إليه راجعون 3. اللهم أأجرني في مصيبتي واخلف لي خيرا منها,96.2%,✅ Match
156,`/audios/054_01.mp3`,Closing Eyes of Dead,Closing Eyes of Dead,Closing Eyes of Dead,((اللَّهُمَّ اغْفِرْ لِفُلاَنٍ (بِاسْمِهِ) وَارْفَعْ دَرَجَتَهُ فِي الْمَهْدِيِّينَ، وَاخْلُفْهُ فِي عَقِبِهِ فِي الْغَا,111- اللهم اغفر له وارفع درجته في المهديين واخلفه في عقبه في الغابرين واغفر لنا وله يا رب العالمين وافسح له في قبره ونور,94.9%,✅ Match
157,`/audios/055_01.mp3`,Funeral Prayer (Adult),Funeral Prayer (Adult) (1),"O Allah, forgive and have...",((اللَّهُمَّ اغْفِرْ لَهُ وَارْحَمْهُ، وَعَافِهِ، وَاعْفُ عَنْهُ، وَأَكْرِمْ نُزُلَهُ، وَوَسِّعْ مُدْخَلَهُ، وَاغْسِلْهُ,17. اللهم اغفل له ورحمه وعافه وعفعه وأكرم نزله ووسع مدخله واصله بالماء والثلج والبرد ونقه من الخطايا كما نقيت الثوب الأب,72.8%,⚠️ Partial
158,`/audios/055_02.mp3`,Funeral Prayer (Adult),Funeral Prayer (Adult) (2),"O Allah, forgive our living...",((اللَّهُمَّ اغْفِرْ لِحَيِّنَا وَمَيِّتِنَا، وَشَاهِدِنَا وَغَائِبِنَا، وَصَغِيرِنَا وَكَبيرِنَا، وَذَكَرِنَا وَأُنْثَا,172. اللهم آفل لحينا وميتنا وشاهدنا وغائبنا وصغيرنا وكبيرنا وذكرنا وأنثانا 173. اللهم من أحييته مننا فأحيه على الإسلام و,84.7%,⚠️ Partial
159,`/audios/055_03.mp3`,Funeral Prayer (Adult),Funeral Prayer (Adult) (3),"O Allah, so-and-so is under...",((اللَّهُمَّ إِنَّ فُلاَنَ بْنَ فُلاَنٍ فِي ذِمَّتِكَ، وَحَبْلِ جِوَارِكَ، فَقِهِ مِنْ فِتْنَةِ الْقَبْرِ، وَعَذَابِ الن,[FILE NOT FOUND],0.0%,🔇 No Audio
160,`/audios/055_04.mp3`,Funeral Prayer (Adult),Funeral Prayer (Adult) (4),"O Allah, Your servant and...",((اللَّهُمَّ عَبْدُكَ وَابْنُ أَمَتِكَ احْتَاجَ إِلَى رَحْمَتِكَ، وَأَنْتَ غَنِيٌّ عَنْ عَذَابِهِ، إِنْ كَانَ مُحْسِناً,اللهم عبدك وابن أمتك احتاج إلى رحمتك وانت غني عن عذابه إن كان محسنا فزد في حسناته وإن كان مسيئا فتجاوزا,95.3%,✅ Match
161,`/audios/055_05.mp3`,Funeral Prayer (Adult),Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
162,`/audios/056_01.mp3`,Funeral Prayer (Child),Funeral Prayer (Child) (1),"O Allah, protect him from...",((اللَّهُمَّ أَعِذْهُ مِنْ عَذَابِ القَبْرِ)) وإن قال: ((اللَّهُمَّ اجْعَلْهُ فَرَطاً وَذُخْراً لِوَالِدَيْهِ، وَشَفِيعا,اللهم أعظه من عذاب القبر,5.5%,❌ Mismatch
163,`/audios/056_02.mp3`,Funeral Prayer (Child),Funeral Prayer (Child) (2),"O Allah, make him for...",((اللَّهُمَّ اجْعَلْهُ لَنَا فَرَطاً، وَسَلَفاً، وَأَجْراً)).,اللهم جعله لنا فرطا وسلفا وأجرى,92.3%,✅ Match
164,`/audios/056_03.mp3`,Funeral Prayer (Child),Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
165,`/audios/057_01.mp3`,Bereaved,Bereaved (1),"Verily to Allah, belongs what...",((إِنَّ للَّهِ مَا أَخَذَ، وَلَهُ مَا أَعْطَى، وَكُلُّ شَيْءٍ عِنْدَهُ بِأَجَلٍ مُسَمَّى... فَلْتَصْبِرْ وَلْتَحْتَسِبْ),إن لله ما أخذ وله ما أعطى وكل شيء عنده بأجل مسمى فالتصبر والتحتسب,68.8%,⚠️ Partial
166,`/audios/057_02.mp3`,Bereaved,For New Baby,For New Baby,بَارَكَ اللهُ لَكَ فِي الْمَوْهُوبِ لَكَ، وَشَكَرْتَ الْوَاهِبَ، وَبَلَغَ أَشُدَّهُ، وَرُزِقْتَ بِرَّهُ,[FILE NOT FOUND],0.0%,🔇 No Audio
167,`/audios/057_03.mp3`,Bereaved,Bereaved (3),"Edhe ty të bekoftë Allahu,...",Kurse ky ia kthen duke thënë: بَارَكَ اللهُ لَكَ وَبَارَكَ عَلَيْكَ، وَجَزَاكَ اللهُ خَيْراً، وَرَزَقَكَ اللهُ مِثْلَهُ،,[FILE NOT FOUND],0.0%,🔇 No Audio
168,`/audios/058_01.mp3`,Placing in Grave,Before Eating,Before Eating,((بِسْمِ اللَّهِ وَعَلَى سُنَّةِ رَسُولِ اللَّهِ)).,بسم الله وعلى سنة رسول الله صلى الله عليه وسلم,74.0%,⚠️ Partial
169,`/audios/059_01.mp3`,After Burying,After Burying (1),"O Allah, forgive him. O...",((اللَّهُمَّ اغْفِرْ لَهُ، اللَّهُمَّ ثَبِّتْهُ)).,اللهم اغفر له اللهم ثبت,95.8%,✅ Match
170,`/audios/059_02.mp3`,After Burying,Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
171,`/audios/060_01.mp3`,Visiting Graves,Visiting Graves,Visiting Graves,((السَّلاَمُ عَلَيْكُمْ أَهْلَ الدِّيَارِ، مِنَ الْمُؤْمِنِينَ وَالْمُسْلِمِينَ، وَإِنَّا إِنْ شَاءَ اللَّهُ بِكُمْ لاَح,السلام عليكم أهل الديار من المؤمنين والمسلمين وإنا إن شاء الله بكم لاحقون ويرحم الله المستقدمين مننا والمستأخيرين أسأل ا,97.5%,✅ Match
172,`/audios/061_01.mp3`,Wind Blows,Wind Blows (1),"O Allah, I ask You...",((اللَّهُمَّ إِنِّي أَسْــــــأَلُكَ خَيْرَهَا، وَأَعُوذُ بِكَ مِنْ شَرِّهَا)).,اللهم إني أسألك خيرها وأعوذ بك من شذها,89.2%,✅ Match
173,`/audios/061_02.mp3`,Wind Blows,Wind Blows (2),"O Allah, I ask You...",((اللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا، وَخَيْرَ مَا فِيهَا، وَخَيْرَ مَا أُرْسِلَتْ بِهِ، وَأَعُوذُ بِكَ مِنْ شَرِّهَ,اللهم إني أسألك خيرها وخير ما فيها وخير ما أرسلت به وأعوذ بك من شرها وشر ما فيها وشر ما أرسلت به,97.5%,✅ Match
174,`/audios/062_01.mp3`,Thunder,When Hearing Thunder,When Hearing Thunder,((سُبْحَانَ الَّذِي يُسَبِّحُ الرَّعْدُ بِحَمْدِهِ وَالْمَلاَئِكةُ مِنْ خِيفَتِهِ)).,سبحان الذي يسبح الرعد بحمده والملائكة من خيفته,100.0%,✅ Match
175,`/audios/063_01.mp3`,Dua for Rain,Dua for Rain (1),"O Allah, send upon us...",((اللَّهُمَّ اسْقِنَا غَيْثاً مُغِيثاً مَرِيئاً مَرِيعاً، نَافِعاً غَيْرَ ضَارٍّ، عَاجِلاً غَيْرَ آجِلٍ)).,111- اللهم استنا غيفا نريثا مريا مريعة نافعا غير ضار عاجلا غير آجل,89.6%,✅ Match
176,`/audios/063_02.mp3`,Dua for Rain,Dua for Rain (2),"O Allah, relieve us, O...",((اللَّهُمَّ أَغِثْنَا، اللَّهُمَّ أَغِثْنَا، اللَّهُمَّ أَغِثْنَا)).,2. اللهم أرثنا,41.7%,❌ Mismatch
177,`/audios/063_03.mp3`,Dua for Rain,Dua for Rain (3),"O Allah, provide water for...",((اللَّهُمَّ اسْقِ عِبَادَكَ، وَبَهَائِمَكَ، وَانْشُرْ رَحْمَتَكَ، وَأَحْيِي بَلَدَكَ الْمَيِّتَ)).,اللهم استعبادك وبهائمك وانشر رحمتك وأحيي بلدك الميت,94.3%,✅ Match
178,`/audios/064_01.mp3`,When it Rains,When it Rains,When it Rains,((اللَّهُمَّ صَيِّباً نَافِعاً)).,اللهم صيب النافعة,84.9%,⚠️ Partial
179,`/audios/065_01.mp3`,After it Rains,After it Rains (1),We have been given rain...,((مُطِرْنَا بِفَضْلِ اللَّهِ وَرَحْمَتِهِ)).,مطرنا بفضل الله ورحمته,100.0%,✅ Match
180,`/audios/065_02.mp3`,After it Rains,After it Rains (2),"O Allahu im, bëje këtë...",Mirë është të thotë edhe: اَللَّهُمَّ اجْعَلْهُ فَرَطاً وَذُخْراً لِوَالِدَيْهِ، وَشَفِيعاً مُجَاباً، اَللَّهُمَّ ثَقِّل,[FILE NOT FOUND],0.0%,🔇 No Audio
181,`/audios/066_01.mp3`,Withholding Rain,Withholding Rain (1),"O Allah, let the rain...",((اللَّهُمَّ حَوَالَيْنَا وَلاَ عَلَيْنَا، اللَّهُمَّ عَلَى الآكَامِ وَالظِّرَابِ، وَبُطُونِ الْأَوْدِيَةِ، وَمَنَابِتِ,2. اللهم حوالينا ولا علينا 3. اللهم على الأاكام والظراب 4. وبطون الأودية ومنابت الشجر,96.1%,✅ Match
182,`/audios/066_02.mp3`,Withholding Rain,Withholding Rain (2),Allahu ta zmadhoftë shpërblimin dhe...,Gjithashtu mund të thuhet: أَعْظَمَ اللهُ أَجْرَكَ، وَأَحْسَنَ عَزَاءَكَ، وَغَفَرَ لِمَيِّتِكَ,[FILE NOT FOUND],0.0%,🔇 No Audio
183,`/audios/067_01.mp3`,Sighting New Moon,Sighting New Moon,Sighting New Moon,((اللَّهُ أَكْبَرُ، اللَّهُمَّ أَهِلَّهُ عَلَيْنَا بِالْأَمْنِ وَالْإِيمَانِ، وَالسَّلاَمَةِ وَالْإِسْلاَمِ، وَالتَّوْفِ,2. اللهم أهل له علينا بالأمن والإيمان والسلامة والإسلام والتوفيق لما تحب وترضى ربنا وربك الله,89.3%,✅ Match
184,`/audios/068_01.mp3`,Breaking Fast,Inshallah,Inshallah,((ذَهَبَ الظَّمَأُ وَابْتَلَّتِ العُرُوقُ، وَثَبَتَ الْأَجْرُ إِنْ شَاءَ اللَّهُ)).,ذهب الظمأ وابتلت العروق وثبت الأجر إن شاء الله,98.9%,✅ Match
185,`/audios/068_02.mp3`,Breaking Fast,Breaking Fast (2),"O Allah, I ask You...",((اللَّهُمَّ إِنِّي أَسْأَلُكَ بِرَحْمَتِكَ الَّتِي وَسِعَتْ كُلَّ شَيْءٍ أَنْ تَغْفِرَ لِي)).,اللهم إني أسألك برحمة كالتي وسعت كل شيء أن تغفر لي,96.0%,✅ Match
186,`/audios/069_01.mp3`,Before Eating,Before Eating,Before Eating,((إِذَا أَكَلَ أَحَدُكُمْ طَعَاماً فَلْيَقُلْ بِسْمِ اللَّهِ، فَإِنْ نَسِيَ فِي أَوَّلِهِ فَلْيَقُلْ بسمِ اللَّهِ فِي أَ,بسم الله,18.2%,❌ Mismatch
187,`/audios/069_02.mp3`,Before Eating,After Drinking Milk,After Drinking Milk,((مَنْ أَطْعَمَهُ اللَّهُ الطَّعَامَ فَلْيَقُلْ: اللَّهُمَّ بَارِكْ لَنَا فِيهِ وَأَطْعِمْنَا خَيْراً مِنْهُ، وَمَنْ سَق,بسم الله في أوله وآخره,24.5%,❌ Mismatch
188,`/audios/069_03.mp3`,Before Eating,After Drinking Milk,After Drinking Milk,"E atij që Allahu ia mundëson që të pijë qumësht, le të thotë: اَللَّهُمَّ بَارِكْ لَنَا فِيهِ وَزِدْنَا مِنْهُ",اللهم بارك لنا فيه وأطعمنا خيرا منه,82.5%,⚠️ Partial
189,`/audios/069_04.mp3`,Before Eating,Before Eating,Before Eating,"E nëse harron në fillim të ushqimit, atëherë le të thotë: بسمِ اللهِ فِي أَوَّلِهِ وَآخِرِهِ",اللهم بارك لنا فيه وزدنا منه,44.0%,❌ Mismatch
190,`/audios/070_01.mp3`,After Eating,After Eating (1),Praise for fed me this...,((الْحَمْدُ لِلَّهِ الَّذِي أَطْعَمَنِي هَذَا، وَرَزَقَنِيهِ، مِنْ غَيْرِ حَوْلٍ مِنِّي وَلاَ قُوَّةٍ)).,2. الحمد لله الذي أطعمني هذا ورزقنيه من غير حول مني ولا قوة,98.2%,✅ Match
191,`/audios/070_02.mp3`,After Eating,After Eating (2),Allah be praised with an...,((الْحَمْدُ لِلَّهِ حَمْداً كَثِيراً طَيِّباً مُبَارَكاً فِيهِ، غَيْرَ [مَكْفِيٍّ وَلاَ ] مُوَدَّعٍ، وَلاَ مُسْتَغْنَىً,الحمد لله حمدا كثيرا طيبا مباركا فيه غير مكفي ولا مودع ولا مستغنى عنه ربنا,98.7%,✅ Match
192,`/audios/071_01.mp3`,Dua for Host,Dua for Host,Dua for Host,((اللَّهُمَّ بَارِكْ لَهُمْ فِيمَا رَزَقْتَهُم، وَاغْفِرْ لَهُمْ وَارْحَمْهُمْ)).,اللهم بارك لهم فيما رزقتهم وغفر لهم ورحمهم,96.5%,✅ Match
193,`/audios/072_01.mp3`,Offer of Drink,Offer of Drink,Offer of Drink,((اللَّهُمَّ أَطْعِمْ مَنْ أَطْعَمَنِي، وَاسْقِ مَنْ سَقَانِي)).,اللهم أطعم من أطعمني وسط من ثقاني,91.2%,✅ Match
194,`/audios/073_01.mp3`,Breaking Fast with Host,Breaking Fast with Host,Breaking Fast with Host,((أَفْطَرَ عِنْدَكُمُ الصَّائِمُونَ، وَأَكَلَ طَعَامَكُمُ الْأَبْرَارُ، وَصَلَّتْ عَلَيْكُمُ الْمَلاَئِكَةُ)).,أفتر عندكم الصائمون وأكل طعامكم الأبرار وصلت عليكم الملائكة,96.7%,✅ Match
195,`/audios/074_01.mp3`,Declining Food,Declining Food,Declining Food,((إِذَا دُعِيَ أَحَدُكُمْ فَلْيُجِبْ، فَإِنْ كَانَ صَائِماً فَلْيُصَلِّ، وَإِنْ كَانَ مُفْطِراً فَلْيَطْعَمْ)) ، وَمَعْن,[FILE NOT FOUND],0.0%,🔇 No Audio
196,`/audios/075_01.mp3`,Rudeness to Fasting Person,Rudeness to Fasting Person,Rudeness to Fasting Person,((إِنِّي صَائِمٌ، إِنِّي صَائِمٌ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
197,`/audios/076_01.mp3`,First Dates,First Dates,First Dates,((اللَّهُمَّ بَارِكْ لَنَا فِي ثَمَرِنَا، وَبَارِكْ لَنَا فِي مَدِينَتِنَا، وَبَارِكْ لَنَا فِي صَاعِنَا، وَبَارِكْ لَنَ,اللهم بارك لنا في ثمرنا وبارك لنا في مدينتنا وبارك لنا في صاعنا وبارك لنا في مدنا,98.2%,✅ Match
198,`/audios/077_01.mp3`,Sneezing,Sneezing,Sneezing,((إِذَا عَطَسَ أَحَدُكُم فَلْيَقُلِ الْحَمْدُ لِلَّهِ، وَلْيَقُلْ لَهُ أَخُوهُ أَوْ صَاحِبُهُ: يَرْحَمُكَ اللَّهُ، فَإِذ,الحمد لله يرحمك الله يهديكم الله ويصلح بلكم,53.1%,❌ Mismatch
199,`/audios/078_01.mp3`,Disbeliever Sneezing,Disbeliever Sneezing,Disbeliever Sneezing,((يَهْدِيكُمُ اللَّهُ وَيُصْلِحُ بَالَكُمْ)).,يهديكم الله ويصلح بالكم,100.0%,✅ Match
200,`/audios/079_01.mp3`,For the Groom,For the Groom,For the Groom,((بَارَكَ اللَّهُ لَكَ، وَبَارَكَ عَلَيْكَ، وَجَمَعَ بَيْنَكُمَا فِي خَيْرٍ)).,بارك الله لك وبارك عليك وجمع بينك ما في خير,96.5%,✅ Match
201,`/audios/080_01.mp3`,Groom's Supplication,Groom's Supplication,Groom's Supplication,إِذَا تَزَوَّجَ أَحَدُكُمُ امْرَأَةً، أَوْ إِذَا اشْتَرَى خَادِماً فَلْيَقُلْ: ((اللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا،,[FILE NOT FOUND],0.0%,🔇 No Audio
202,`/audios/081_01.mp3`,Before Intercourse,Before Eating,Before Eating,((بِسْمِ اللَّهِ، اللَّهُمَّ جَنِّبْنَا الشَّيْطَانَ، وَجَنِّبِ الشَّيْطَانَ مَا رَزَقْتَنَا)).,بسم الله اللهم جنبنا الشيطان وجنب الشيطان ما رزقتنا,98.1%,✅ Match
203,`/audios/082_01.mp3`,Anger,Against Shaitan,Against Shaitan,((أَعُوذُ بِاللَّهِ مِنَ الشَّيْطَانِ الرَّجِيمِ)).,أعوذ بالله من الشيطان الرجيم,100.0%,✅ Match
204,`/audios/082_02.mp3`,Anger,Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
205,`/audios/083_01.mp3`,Afflicted by Misfortune,Afflicted by Misfortune,Afflicted by Misfortune,((الْحَمْدُ لِلَّهِ الَّذِي عَافَانِي مِمَّا ابْتَلاَكَ بِهِ، وَفَضَّلَنِي عَلَى كَثِيرٍ مِمَّنْ خَلَقَ تَفْضِيلاً)).,الحمد لله الذي عافاني من مبتلاك به وفضلني على كثير من من خلق تفضيلة,92.5%,✅ Match
206,`/audios/084_01.mp3`,Sitting in Assembly,Sitting in Assembly,Sitting in Assembly,((عَنِ ابْنِ عُمَرَ رضي الله عنه قَاَلَ: كَانَ يُعَدُّ لِرَسُولِ اللَّهِ صلى الله عليه وسلم فِي الْمَجْلِسِ الوَاحِدِ مِ,رب غفلي وتب علي إنك أنت التواب الغفور,39.8%,❌ Mismatch
207,`/audios/085_01.mp3`,Expiation of Assembly,Expiation of Assembly,Expiation of Assembly,((سُبْحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ أَنْتَ، أَسْتَغْفِرُكَ وَأَتُوبُ إِلَيْكَ)).,سبحانك اللهم وبحمدك أشهد أن لا إله إلا أنت أستغفرك وأتوب إليك,98.4%,✅ Match
208,`/audios/086_01.mp3`,May Allah Forgive You,May Allah Forgive You,May Allah Forgive You,((وَلَكَ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
209,`/audios/087_01.mp3`,Good Done to You,Good Done to You,Good Done to You,((جَزَاكَ اللَّهُ خَيْراً)).,جزاك الله خيرا,100.0%,✅ Match
210,`/audios/088_01.mp3`,Protection from Dajjal,Protection from Dajjal,Protection from Dajjal,((مَنْ حَفِظَ عَشْرَ آيَاتٍ مِنْ أَوَّلِ سُورَةِ الْكَهْفِ عُصِمَ مِنَ الدَّجَّالِ)) ، وَالْاسْتِعَاذَةُ بِاللَّهِ مِنْ,[FILE NOT FOUND],0.0%,🔇 No Audio
211,`/audios/089_01.mp3`,Love for Allah's Sake,Love for Allah's Sake,Love for Allah's Sake,((أَحَبَّكَ الَّذِي أَحْبَبْتَنِي لَهُ)).,أحبك الذي أحببتني له,100.0%,✅ Match
212,`/audios/090_01.mp3`,Share of Wealth,Share of Wealth,Share of Wealth,((بَارَكَ اللَّهُ لَكَ فِي أَهْلِكَ وَمَالِكَ)).,بارك الله لك في أهلك ومالك,100.0%,✅ Match
213,`/audios/091_01.mp3`,Receipt of Loan,Receipt of Loan,Receipt of Loan,((بارَكَ اللَّهُ لَكَ فِي أَهْلِكَ وَمَالِكَ، إِنَّمَا جَزَاءُ السَّلَفِ الْحَمْدُ وَالأَدَاءُ)).,بارك الله لك في أهلك ومالك إنما جزاء السلف الحمد والأداء,99.1%,✅ Match
214,`/audios/092_01.mp3`,Fear of Shirk,Fear of Shirk,Fear of Shirk,((اللَّهُمَّ إِنِّي أَعُوذُ بِكَ أَنْ أُشْرِكَ بِكَ وَأَنَا أَعْلَمُ، وَأَسْتَغْفِرُكَ لِمَا لاَ أَعْلَمُ)).,اللهم إني أعوذ بك أن أشلك بك وأنا أعلم وأستغفرك لما لا أعلم,97.5%,✅ Match
215,`/audios/093_01.mp3`,May Allah Bless You,May Allah Bless You,May Allah Bless You,((وَفِيكَ بَارَكَ اللَّهُ)).,[FILE NOT FOUND],0.0%,🔇 No Audio
216,`/audios/094_01.mp3`,Against Evil Portent,Against Evil Portent,Against Evil Portent,((اللَّهُمَّ لاَ طَيْرَ إِلاَّ طَيْرُكَ، وَلاَ خَيْرَ إِلاَّ خَيْرُكَ، وَلاَ إِلَهَ غَيْرُكَ)).,اللهم لا طير إلا طيرك ولا خير إلا خيرك ولا إله غيرك,98.1%,✅ Match
217,`/audios/095_01.mp3`,Riding Vehicle,Riding Vehicle (1),In the name of Allah...,((بِسْمِ اللَّهِ، وَالْحَمْدُ للَّهِ ﴿سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِينَ، وَإِنَّا إِلَ,2. بسم الله الحمد لله 3. سبحان الذي سخر لنا هذا وما كنا له مقرنين وإنا إلى ربنا لمن قلبون 4. الحمد لله 5. الله أكبر الله,64.7%,⚠️ Partial
218,`/audios/095_02.mp3`,Riding Vehicle,Ayatul Kursi,Ayatul Kursi,,[FILE NOT FOUND],0.0%,🔇 No Audio
219,`/audios/096_01.mp3`,Traveling,Traveling,Traveling,اللَّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ، اللَّهُ أَكْبَرُ، ﴿سُبْحَانَ الَّذِي سَخَّرَ لَنَا هَذَا وَمَا كُنَّا لَهُ مُقْرِنِي,2. الله أكبر سبحان الذي سخر لنا هذا وما كنا له مقرنين وإنا إلى ربنا لمن قلبون 3. اللهم إنا نسألك في سفرنا هذا البر والتق,70.7%,⚠️ Partial
220,`/audios/097_01.mp3`,Entering Town/City,Entering Town/City,Entering Town/City,((اللَّهُمَّ رَبَّ السَّمَوَاتِ السَّبْعِ وَمَا أَظْلَلْنَ، وَرَبَّ الأَرَضِينَ السَّبْعِ وَمَا أَقْلَلْنَ، وَرَبَّ الشّ,17. اللهم رب السماوات السبع وما أظلل ورب الأرضين السبع وما أقلل ورب الشياطين وما أظلل ورب الرياح وما ذرين 18. أسألك خير,96.1%,✅ Match
